imdb_id;movie_title;genre
tt1453405;Monsters University ;Comedy
tt1055369;Transformers: Revenge of the Fallen ;Action
tt1055369;Transformers: Revenge of the Fallen ;Adventure
tt1055369;Transformers: Revenge of the Fallen ;Sci-Fi
tt2109248;Transformers: Age of Extinction ;Action
tt2109248;Transformers: Age of Extinction ;Adventure
tt2109248;Transformers: Age of Extinction ;Sci-Fi
tt1623205;Oz the Great and Powerful ;Adventure
tt1623205;Oz the Great and Powerful ;Family
tt1623205;Oz the Great and Powerful ;Fantasy
tt1872181;The Amazing Spider-Man 2 ;Action
tt1872181;The Amazing Spider-Man 2 ;Adventure
tt1872181;The Amazing Spider-Man 2 ;Fantasy
tt1104001;TRON: Legacy ;Action
tt1104001;TRON: Legacy ;Adventure
tt1104001;TRON: Legacy ;Sci-Fi
tt1216475;Cars 2 ;Adventure
tt1216475;Cars 2 ;Animation
tt1216475;Cars 2 ;Comedy
tt1133985;Green Lantern ;Action
tt1133985;Green Lantern ;Adventure
tt1133985;Green Lantern ;Sci-Fi
tt0435761;Toy Story 3 ;Adventure
tt0435761;Toy Story 3 ;Animation
tt0435761;Toy Story 3 ;Comedy
tt0438488;Terminator Salvation ;Action
tt0438488;Terminator Salvation ;Adventure
tt0438488;Terminator Salvation ;Sci-Fi
tt2820852;Furious 7 ;Action
tt2820852;Furious 7 ;Crime
tt2820852;Furious 7 ;Thriller
tt0816711;World War Z ;Action
tt0816711;World War Z ;Adventure
tt0816711;World War Z ;Horror
tt1877832;X-Men: Days of Future Past ;Action
tt1877832;X-Men: Days of Future Past ;Adventure
tt1877832;X-Men: Days of Future Past ;Fantasy
tt1408101;Star Trek Into Darkness ;Action
tt1408101;Star Trek Into Darkness ;Adventure
tt1408101;Star Trek Into Darkness ;Sci-Fi
tt1351685;Jack the Giant Slayer ;Adventure
tt1351685;Jack the Giant Slayer ;Fantasy
tt1343092;The Great Gatsby ;Drama
tt1343092;The Great Gatsby ;Romance
tt0473075;Prince of Persia: The Sands of Time ;Action
tt0473075;Prince of Persia: The Sands of Time ;Adventure
tt0473075;Prince of Persia: The Sands of Time ;Fantasy
tt1663662;Pacific Rim ;Action
tt1663662;Pacific Rim ;Adventure
tt1663662;Pacific Rim ;Sci-Fi
tt1399103;Transformers: Dark of the Moon ;Action
tt1399103;Transformers: Dark of the Moon ;Adventure
tt1399103;Transformers: Dark of the Moon ;Sci-Fi
tt0367882;Indiana Jones and the Kingdom of the Crystal Skull ;Action
tt0367882;Indiana Jones and the Kingdom of the Crystal Skull ;Adventure
tt0367882;Indiana Jones and the Kingdom of the Crystal Skull ;Fantasy
tt1979388;The Good Dinosaur ;Adventure
tt1979388;The Good Dinosaur ;Animation
tt1979388;The Good Dinosaur ;Comedy
tt1217209;Brave ;Adventure
tt1217209;Brave ;Animation
tt1217209;Brave ;Comedy
tt2660888;Star Trek Beyond ;Action
tt2660888;Star Trek Beyond ;Adventure
tt2660888;Star Trek Beyond ;Sci-Fi
tt0910970;WALL·E ;Adventure
tt0910970;WALL·E ;Animation
tt0910970;WALL·E ;Family
tt0293564;Rush Hour 3 ;Action
tt0293564;Rush Hour 3 ;Comedy
tt0293564;Rush Hour 3 ;Crime
tt1190080;2012 ;Action
tt1190080;2012 ;Adventure
tt1190080;2012 ;Sci-Fi
tt1067106;A Christmas Carol ;Animation
tt1067106;A Christmas Carol ;Drama
tt1067106;A Christmas Carol ;Family
tt1617661;Jupiter Ascending ;Action
tt1617661;Jupiter Ascending ;Adventure
tt1617661;Jupiter Ascending ;Sci-Fi
tt0918940;The Legend of Tarzan ;Action
tt0918940;The Legend of Tarzan ;Adventure
tt0918940;The Legend of Tarzan ;Drama
tt0363771;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ;Adventure
tt0363771;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ;Family
tt0363771;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ;Fantasy
tt3385516;X-Men: Apocalypse ;Action
tt3385516;X-Men: Apocalypse ;Adventure
tt3385516;X-Men: Apocalypse ;Sci-Fi
tt0468569;The Dark Knight ;Action
tt0468569;The Dark Knight ;Crime
tt0468569;The Dark Knight ;Drama
tt1049413;Up ;Adventure
tt1049413;Up ;Animation
tt1049413;Up ;Comedy
tt0892782;Monsters vs. Aliens ;Action
tt0892782;Monsters vs. Aliens ;Adventure
tt0892782;Monsters vs. Aliens ;Animation
tt0371746;Iron Man ;Action
tt0371746;Iron Man ;Adventure
tt0371746;Iron Man ;Sci-Fi
tt0970179;Hugo ;Adventure
tt0970179;Hugo ;Drama
tt0970179;Hugo ;Family
tt0120891;Wild Wild West ;Action
tt0120891;Wild Wild West ;Comedy
tt0120891;Wild Wild West ;Sci-Fi
tt0859163;The Mummy: Tomb of the Dragon Emperor ;Action
tt0859163;The Mummy: Tomb of the Dragon Emperor ;Adventure
tt0859163;The Mummy: Tomb of the Dragon Emperor ;Fantasy
tt1386697;Suicide Squad ;Action
tt1386697;Suicide Squad ;Adventure
tt1386697;Suicide Squad ;Comedy
tt0413099;Evan Almighty ;Comedy
tt0413099;Evan Almighty ;Family
tt0413099;Evan Almighty ;Fantasy
tt1631867;Edge of Tomorrow ;Action
tt1631867;Edge of Tomorrow ;Adventure
tt1631867;Edge of Tomorrow ;Sci-Fi
tt0114898;Waterworld ;Action
tt0114898;Waterworld ;Adventure
tt0114898;Waterworld ;Sci-Fi
tt1046173;G.I. Joe: The Rise of Cobra ;Action
tt1046173;G.I. Joe: The Rise of Cobra ;Adventure
tt1046173;G.I. Joe: The Rise of Cobra ;Sci-Fi
tt2096673;Inside Out ;Adventure
tt2096673;Inside Out ;Animation
tt2096673;Inside Out ;Comedy
tt3040964;The Jungle Book ;Adventure
tt3040964;The Jungle Book ;Drama
tt3040964;The Jungle Book ;Family
tt1228705;Iron Man 2 ;Action
tt1228705;Iron Man 2 ;Adventure
tt1228705;Iron Man 2 ;Sci-Fi
tt1735898;Snow White and the Huntsman ;Action
tt1735898;Snow White and the Huntsman ;Adventure
tt1735898;Snow White and the Huntsman ;Drama
tt1587310;Maleficent ;Action
tt1587310;Maleficent ;Adventure
tt1587310;Maleficent ;Family
tt2103281;Dawn of the Planet of the Apes ;Action
tt2103281;Dawn of the Planet of the Apes ;Adventure
tt2103281;Dawn of the Planet of the Apes ;Drama
tt1321869;The Lovers ;Action
tt1321869;The Lovers ;Adventure
tt1321869;The Lovers ;Romance
tt1335975;47 Ronin ;Action
tt1335975;47 Ronin ;Adventure
tt1335975;47 Ronin ;Drama
tt1843866;Captain America: The Winter Soldier ;Action
tt1843866;Captain America: The Winter Soldier ;Adventure
tt1843866;Captain America: The Winter Soldier ;Sci-Fi
tt0892791;Shrek Forever After ;Adventure
tt0892791;Shrek Forever After ;Animation
tt0892791;Shrek Forever After ;Comedy
tt1964418;Tomorrowland ;Action
tt1964418;Tomorrowland ;Adventure
tt1964418;Tomorrowland ;Family
tt2245084;Big Hero 6 ;Action
tt2245084;Big Hero 6 ;Adventure
tt2245084;Big Hero 6 ;Animation
tt1772341;Wreck-It Ralph ;Adventure
tt1772341;Wreck-It Ralph ;Animation
tt1772341;Wreck-It Ralph ;Comedy
tt0338348;The Polar Express ;Adventure
tt0338348;The Polar Express ;Animation
tt0338348;The Polar Express ;Family
tt1628841;Independence Day: Resurgence ;Action
tt1628841;Independence Day: Resurgence ;Adventure
tt1628841;Independence Day: Resurgence ;Sci-Fi
tt0892769;How to Train Your Dragon ;Adventure
tt0892769;How to Train Your Dragon ;Animation
tt0892769;How to Train Your Dragon ;Family
tt0181852;Terminator 3: Rise of the Machines ;Action
tt0181852;Terminator 3: Rise of the Machines ;Sci-Fi
tt2015381;Guardians of the Galaxy ;Action
tt2015381;Guardians of the Galaxy ;Adventure
tt2015381;Guardians of the Galaxy ;Sci-Fi
tt0816692;Interstellar ;Adventure
tt0816692;Interstellar ;Drama
tt0816692;Interstellar ;Sci-Fi
tt1375666;Inception ;Action
tt1375666;Inception ;Adventure
tt1375666;Inception ;Sci-Fi
tt4262980;Godzilla Resurgence ;Action
tt4262980;Godzilla Resurgence ;Adventure
tt4262980;Godzilla Resurgence ;Drama
tt0903624;The Hobbit: An Unexpected Journey ;Adventure
tt0903624;The Hobbit: An Unexpected Journey ;Fantasy
tt0232500;The Fast and the Furious ;Action
tt0232500;The Fast and the Furious ;Crime
tt0232500;The Fast and the Furious ;Thriller
tt0421715;The Curious Case of Benjamin Button ;Drama
tt0421715;The Curious Case of Benjamin Button ;Fantasy
tt0421715;The Curious Case of Benjamin Button ;Romance
tt1270798;X-Men: First Class ;Action
tt1270798;X-Men: First Class ;Adventure
tt1270798;X-Men: First Class ;Sci-Fi
tt1951266;The Hunger Games: Mockingjay - Part 2 ;Adventure
tt1951266;The Hunger Games: Mockingjay - Part 2 ;Sci-Fi
tt0963966;The Sorcerer's Apprentice ;Action
tt0963966;The Sorcerer's Apprentice ;Adventure
tt0963966;The Sorcerer's Apprentice ;Family
tt0409182;Poseidon ;Action
tt0409182;Poseidon ;Adventure
tt0409182;Poseidon ;Drama
tt2567026;Alice Through the Looking Glass ;Adventure
tt2567026;Alice Through the Looking Glass ;Family
tt2567026;Alice Through the Looking Glass ;Fantasy
tt0413267;Shrek the Third ;Adventure
tt0413267;Shrek the Third ;Animation
tt0413267;Shrek the Third ;Comedy
tt0803096;Warcraft ;Action
tt0803096;Warcraft ;Adventure
tt0803096;Warcraft ;Fantasy
tt1340138;Terminator Genisys ;Action
tt1340138;Terminator Genisys ;Adventure
tt1340138;Terminator Genisys ;Sci-Fi
tt0980970;The Chronicles of Narnia: The Voyage of the Dawn Treader ;Adventure
tt0980970;The Chronicles of Narnia: The Voyage of the Dawn Treader ;Family
tt0980970;The Chronicles of Narnia: The Voyage of the Dawn Treader ;Fantasy
tt0213149;Pearl Harbor ;Action
tt0213149;Pearl Harbor ;Drama
tt0213149;Pearl Harbor ;History
tt0418279;Transformers ;Action
tt0418279;Transformers ;Adventure
tt0418279;Transformers ;Sci-Fi
tt0346491;Alexander ;Action
tt0346491;Alexander ;Adventure
tt0346491;Alexander ;Biography
tt0373889;Harry Potter and the Order of the Phoenix ;Adventure
tt0373889;Harry Potter and the Order of the Phoenix ;Family
tt0373889;Harry Potter and the Order of the Phoenix ;Fantasy
tt0330373;Harry Potter and the Goblet of Fire ;Adventure
tt0330373;Harry Potter and the Goblet of Fire ;Family
tt0330373;Harry Potter and the Goblet of Fire ;Fantasy
tt0448157;Hancock ;Action
tt0448157;Hancock ;Drama
tt0480249;I Am Legend ;Drama
tt0480249;I Am Legend ;Horror
tt0480249;I Am Legend ;Sci-Fi
tt0367594;Charlie and the Chocolate Factory ;Adventure
tt0367594;Charlie and the Chocolate Factory ;Comedy
tt0367594;Charlie and the Chocolate Factory ;Family
tt0382932;Ratatouille ;Animation
tt0382932;Ratatouille ;Comedy
tt0382932;Ratatouille ;Family
tt0372784;Batman Begins ;Action
tt0372784;Batman Begins ;Adventure
tt0479952;Madagascar: Escape 2 Africa ;Action
tt0479952;Madagascar: Escape 2 Africa ;Adventure
tt0479952;Madagascar: Escape 2 Africa ;Animation
tt1078912;Night at the Museum: Battle of the Smithsonian ;Adventure
tt1078912;Night at the Museum: Battle of the Smithsonian ;Comedy
tt1078912;Night at the Museum: Battle of the Smithsonian ;Family
tt0458525;X-Men Origins: Wolverine ;Action
tt0458525;X-Men Origins: Wolverine ;Adventure
tt0458525;X-Men Origins: Wolverine ;Fantasy
tt0242653;The Matrix Revolutions ;Action
tt0242653;The Matrix Revolutions ;Sci-Fi
tt2294629;Frozen ;Adventure
tt2294629;Frozen ;Animation
tt2294629;Frozen ;Comedy
tt0234215;The Matrix Reloaded ;Action
tt0234215;The Matrix Reloaded ;Sci-Fi
tt1981115;Thor: The Dark World ;Action
tt1981115;Thor: The Dark World ;Adventure
tt1981115;Thor: The Dark World ;Fantasy
tt1392190;Mad Max: Fury Road ;Action
tt1392190;Mad Max: Fury Road ;Adventure
tt1392190;Mad Max: Fury Road ;Sci-Fi
tt0808151;Angels & Demons ;Mystery
tt0808151;Angels & Demons ;Thriller
tt0800369;Thor ;Action
tt0800369;Thor ;Adventure
tt0800369;Thor ;Fantasy
tt0397892;Bolt ;Adventure
tt0397892;Bolt ;Animation
tt0397892;Bolt ;Comedy
tt0436339;G-Force ;Action
tt0436339;G-Force ;Adventure
tt0436339;G-Force ;Animation
tt1646987;Wrath of the Titans ;Action
tt1646987;Wrath of the Titans ;Adventure
tt1646987;Wrath of the Titans ;Fantasy
tt1077368;Dark Shadows ;Comedy
tt1077368;Dark Shadows ;Fantasy
tt1077368;Dark Shadows ;Horror
tt2381249;Mission: Impossible - Rogue Nation ;Action
tt2381249;Mission: Impossible - Rogue Nation ;Adventure
tt2381249;Mission: Impossible - Rogue Nation ;Thriller
tt0780653;The Wolfman ;Drama
tt0780653;The Wolfman ;Fantasy
tt0780653;The Wolfman ;Horror
tt0389790;Bee Movie ;Adventure
tt0389790;Bee Movie ;Animation
tt0389790;Bee Movie ;Comedy
tt1302011;Kung Fu Panda 2 ;Action
tt1302011;Kung Fu Panda 2 ;Adventure
tt1302011;Kung Fu Panda 2 ;Animation
tt0938283;The Last Airbender ;Action
tt0938283;The Last Airbender ;Adventure
tt0938283;The Last Airbender ;Family
tt0317919;Mission: Impossible III ;Action
tt0317919;Mission: Impossible III ;Adventure
tt0317919;Mission: Impossible III ;Thriller
tt2334879;White House Down ;Action
tt2334879;White House Down ;Drama
tt2334879;White House Down ;Thriller
tt1305591;Mars Needs Moms ;Action
tt1305591;Mars Needs Moms ;Adventure
tt1305591;Mars Needs Moms ;Animation
tt0424095;Flushed Away ;Adventure
tt0424095;Flushed Away ;Animation
tt0424095;Flushed Away ;Comedy
tt3332064;Pan ;Adventure
tt3332064;Pan ;Family
tt3332064;Pan ;Fantasy
tt0864835;Mr. Peabody & Sherman ;Adventure
tt0864835;Mr. Peabody & Sherman ;Animation
tt0864835;Mr. Peabody & Sherman ;Comedy
tt0332452;Troy ;Adventure
tt1277953;Madagascar 3: Europe's Most Wanted ;Adventure
tt1277953;Madagascar 3: Europe's Most Wanted ;Animation
tt1277953;Madagascar 3: Europe's Most Wanted ;Comedy
tt0246460;Die Another Day ;Action
tt0246460;Die Another Day ;Adventure
tt0246460;Die Another Day ;Thriller
tt1289401;Ghostbusters ;Action
tt1289401;Ghostbusters ;Comedy
tt1289401;Ghostbusters ;Fantasy
tt0120591;Armageddon ;Action
tt0120591;Armageddon ;Adventure
tt0120591;Armageddon ;Sci-Fi
tt0120912;Men in Black II ;Action
tt0120912;Men in Black II ;Adventure
tt0120912;Men in Black II ;Comedy
tt0442933;Beowulf ;Action
tt0442933;Beowulf ;Adventure
tt0442933;Beowulf ;Animation
tt2267968;Kung Fu Panda 3 ;Action
tt2267968;Kung Fu Panda 3 ;Adventure
tt2267968;Kung Fu Panda 3 ;Animation
tt1229238;Mission: Impossible - Ghost Protocol ;Action
tt1229238;Mission: Impossible - Ghost Protocol ;Adventure
tt1229238;Mission: Impossible - Ghost Protocol ;Thriller
tt1446192;Rise of the Guardians ;Adventure
tt1446192;Rise of the Guardians ;Animation
tt1446192;Rise of the Guardians ;Family
tt0369441;Fun with Dick and Jane ;Comedy
tt0369441;Fun with Dick and Jane ;Crime
tt0325710;The Last Samurai ;Action
tt0325710;The Last Samurai ;Drama
tt0325710;The Last Samurai ;History
tt1528100;Exodus: Gods and Kings ;Action
tt1528100;Exodus: Gods and Kings ;Adventure
tt1528100;Exodus: Gods and Kings ;Drama
tt0796366;Star Trek ;Action
tt0796366;Star Trek ;Adventure
tt0796366;Star Trek ;Sci-Fi
tt0145487;Spider-Man ;Action
tt0145487;Spider-Man ;Adventure
tt0145487;Spider-Man ;Fantasy
tt1646971;How to Train Your Dragon 2 ;Action
tt1646971;How to Train Your Dragon 2 ;Adventure
tt1646971;How to Train Your Dragon 2 ;Animation
tt2404233;Gods of Egypt ;Action
tt2404233;Gods of Egypt ;Adventure
tt2404233;Gods of Egypt ;Fantasy
tt0382992;Stealth ;Action
tt0382992;Stealth ;Adventure
tt0382992;Stealth ;Sci-Fi
tt0409459;Watchmen ;Action
tt0409459;Watchmen ;Drama
tt0409459;Watchmen ;Mystery
tt0122151;Lethal Weapon 4 ;Action
tt0122151;Lethal Weapon 4 ;Crime
tt0122151;Lethal Weapon 4 ;Thriller
tt0286716;Hulk ;Action
tt0286716;Hulk ;Sci-Fi
tt1583421;G.I. Joe: Retaliation ;Action
tt1583421;G.I. Joe: Retaliation ;Adventure
tt1583421;G.I. Joe: Retaliation ;Sci-Fi
tt0318649;Sahara ;Action
tt0318649;Sahara ;Adventure
tt0318649;Sahara ;Comedy
tt0173840;Final Fantasy: The Spirits Within ;Action
tt0173840;Final Fantasy: The Spirits Within ;Adventure
tt0173840;Final Fantasy: The Spirits Within ;Animation
tt0458339;Captain America: The First Avenger ;Action
tt0458339;Captain America: The First Avenger ;Adventure
tt0458339;Captain America: The First Avenger ;Sci-Fi
tt0143145;The World Is Not Enough ;Action
tt0143145;The World Is Not Enough ;Adventure
tt0143145;The World Is Not Enough ;Thriller
tt0311113;Master and Commander: The Far Side of the World ;Action
tt0311113;Master and Commander: The Far Side of the World ;Adventure
tt0311113;Master and Commander: The Far Side of the World ;Drama
tt1673434;The Twilight Saga: Breaking Dawn - Part 2 ;Adventure
tt1673434;The Twilight Saga: Breaking Dawn - Part 2 ;Drama
tt1673434;The Twilight Saga: Breaking Dawn - Part 2 ;Fantasy
tt1402488;Happy Feet 2 ;Animation
tt1402488;Happy Feet 2 ;Comedy
tt1402488;Happy Feet 2 ;Family
tt0800080;The Incredible Hulk ;Action
tt0800080;The Incredible Hulk ;Adventure
tt0800080;The Incredible Hulk ;Sci-Fi
tt3691740;The BFG ;Adventure
tt3691740;The BFG ;Family
tt3691740;The BFG ;Fantasy
tt1663202;The Revenant ;Adventure
tt1663202;The Revenant ;Drama
tt1663202;The Revenant ;Thriller
tt1860353;Turbo ;Adventure
tt1860353;Turbo ;Animation
tt1860353;Turbo ;Comedy
tt1192628;Rango ;Adventure
tt1192628;Rango ;Animation
tt1192628;Rango ;Comedy
tt1911658;Penguins of Madagascar ;Adventure
tt1911658;Penguins of Madagascar ;Animation
tt1911658;Penguins of Madagascar ;Comedy
tt0440963;The Bourne Ultimatum ;Action
tt0440963;The Bourne Ultimatum ;Mystery
tt0440963;The Bourne Ultimatum ;Thriller
tt0441773;Kung Fu Panda ;Action
tt0441773;Kung Fu Panda ;Adventure
tt0441773;Kung Fu Panda ;Animation
tt0478970;Ant-Man ;Action
tt0478970;Ant-Man ;Adventure
tt0478970;Ant-Man ;Comedy
tt1951264;The Hunger Games: Catching Fire ;Adventure
tt1951264;The Hunger Games: Catching Fire ;Sci-Fi
tt1951264;The Hunger Games: Catching Fire ;Thriller
tt2224026;Home ;Adventure
tt2224026;Home ;Animation
tt2224026;Home ;Comedy
tt0407304;War of the Worlds ;Adventure
tt0407304;War of the Worlds ;Sci-Fi
tt0407304;War of the Worlds ;Thriller
tt0172156;Bad Boys II ;Action
tt0172156;Bad Boys II ;Comedy
tt0172156;Bad Boys II ;Crime
tt0448694;Puss in Boots ;Action
tt0448694;Puss in Boots ;Adventure
tt0448694;Puss in Boots ;Animation
tt0944835;Salt ;Action
tt0944835;Salt ;Crime
tt0944835;Salt ;Mystery
tt1959490;Noah ;Action
tt1959490;Noah ;Adventure
tt1959490;Noah ;Drama
tt0983193;The Adventures of Tintin ;Action
tt0983193;The Adventures of Tintin ;Adventure
tt0983193;The Adventures of Tintin ;Family
tt0304141;Harry Potter and the Prisoner of Azkaban ;Adventure
tt0304141;Harry Potter and the Prisoner of Azkaban ;Family
tt0304141;Harry Potter and the Prisoner of Azkaban ;Fantasy
tt0455824;Australia ;Adventure
tt0455824;Australia ;Drama
tt0455824;Australia ;Romance
tt1815862;After Earth ;Action
tt1815862;After Earth ;Adventure
tt1815862;After Earth ;Sci-Fi
tt0130623;Dinosaur ;Adventure
tt0130623;Dinosaur ;Animation
tt0130623;Dinosaur ;Family
tt1680310;Harry Potter and the Deathly Hallows: Part II ;Action
tt1680310;Harry Potter and the Deathly Hallows: Part II ;Fantasy
tt2692250;Night at the Museum: Secret of the Tomb ;Adventure
tt2692250;Night at the Museum: Secret of the Tomb ;Comedy
tt2692250;Night at the Museum: Secret of the Tomb ;Family
tt1001526;Megamind ;Action
tt1001526;Megamind ;Animation
tt1001526;Megamind ;Comedy
tt0241527;Harry Potter and the Sorcerer's Stone ;Adventure
tt0241527;Harry Potter and the Sorcerer's Stone ;Family
tt0241527;Harry Potter and the Sorcerer's Stone ;Fantasy
tt0790736;R.I.P.D. ;Action
tt0790736;R.I.P.D. ;Comedy
tt0790736;R.I.P.D. ;Fantasy
tt0325980;Pirates of the Caribbean: The Curse of the Black Pearl ;Action
tt0325980;Pirates of the Caribbean: The Curse of the Black Pearl ;Adventure
tt0325980;Pirates of the Caribbean: The Curse of the Black Pearl ;Fantasy
tt1571403;Harry Potter and the Deathly Hallows: Part I ;Fantasy
tt1951265;The Hunger Games: Mockingjay - Part 1 ;Adventure
tt1951265;The Hunger Games: Mockingjay - Part 1 ;Sci-Fi
tt1951265;The Hunger Games: Mockingjay - Part 1 ;Thriller
tt0382625;The Da Vinci Code ;Mystery
tt0382625;The Da Vinci Code ;Thriller
tt2357291;Rio 2 ;Adventure
tt2357291;Rio 2 ;Animation
tt2357291;Rio 2 ;Comedy
tt0290334;X-Men 2 ;Action
tt0290334;X-Men 2 ;Adventure
tt0290334;X-Men 2 ;Fantasy
tt1596343;Fast Five ;Action
tt1596343;Fast Five ;Crime
tt1596343;Fast Five ;Thriller
tt1515091;Sherlock Holmes: A Game of Shadows ;Action
tt1515091;Sherlock Holmes: A Game of Shadows ;Adventure
tt1515091;Sherlock Holmes: A Game of Shadows ;Crime
tt0800320;Clash of the Titans ;Action
tt0800320;Clash of the Titans ;Adventure
tt0800320;Clash of the Titans ;Fantasy
tt0100802;Total Recall ;Action
tt0100802;Total Recall ;Sci-Fi
tt0120657;The 13th Warrior ;Action
tt0120657;The 13th Warrior ;Adventure
tt0120657;The 13th Warrior ;History
tt1194173;The Bourne Legacy ;Action
tt1194173;The Bourne Legacy ;Adventure
tt1194173;The Bourne Legacy ;Thriller
tt0118688;Batman & Robin ;Action
tt0170016;How the Grinch Stole Christmas ;Comedy
tt0170016;How the Grinch Stole Christmas ;Family
tt0170016;How the Grinch Stole Christmas ;Fantasy
tt0319262;The Day After Tomorrow ;Action
tt0319262;The Day After Tomorrow ;Adventure
tt0319262;The Day After Tomorrow ;Sci-Fi
tt0120755;Mission: Impossible II ;Action
tt0120755;Mission: Impossible II ;Adventure
tt0120755;Mission: Impossible II ;Thriller
tt0177971;The Perfect Storm ;Action
tt0177971;The Perfect Storm ;Adventure
tt0177971;The Perfect Storm ;Drama
tt0486576;Fantastic 4: Rise of the Silver Surfer ;Action
tt0486576;Fantastic 4: Rise of the Silver Surfer ;Adventure
tt0486576;Fantastic 4: Rise of the Silver Surfer ;Sci-Fi
tt0454876;Life of Pi ;Adventure
tt0454876;Life of Pi ;Drama
tt0454876;Life of Pi ;Fantasy
tt0259324;Ghost Rider ;Action
tt0259324;Ghost Rider ;Fantasy
tt0259324;Ghost Rider ;Thriller
tt4196776;Jason Bourne ;Action
tt4196776;Jason Bourne ;Thriller
tt0305357;Charlie's Angels: Full Throttle ;Action
